model	objective	gene	status	value
./iJR904.xml	obj	G_b1262	optimal	1.5985625910125148e-15
./iJR904.xml	obj	G_b1263	optimal	-8.249782599557278e-15
./iJR904.xml	obj	G_b1264	optimal	-1.8465144400246425e-16
./iJR904.xml	obj	G_b1270	optimal	0.9219480950504836
./iJR904.xml	obj	G_b1276	optimal	0.921948095050477
./iJR904.xml	obj	G_b1277	optimal	4.331285048798946e-15
./iJR904.xml	obj	G_b1278	optimal	0.9219480950504686
./iJR904.xml	obj	G_b1281	optimal	-8.777860184325627e-15
./iJR904.xml	obj	G_b1288	optimal	5.224282615537118e-16
./iJR904.xml	obj	G_b1297	optimal	0.9219480950504929
./iJR904.xml	obj	G_b1300	optimal	0.9219480950504659
./iJR904.xml	obj	G_b1302	optimal	0.92194809505047
./iJR904.xml	obj	G_b1363	optimal	0.9219480950504685
./iJR904.xml	obj	G_b1380	optimal	0.9219480950504738
./iJR904.xml	obj	G_b1385	optimal	0.9219480950504815
./iJR904.xml	obj	G_b1386	optimal	0.9219480950504639
./iJR904.xml	obj	G_b1398	optimal	0.9219480950504815
./iJR904.xml	obj	G_b1415	optimal	-2.0891331735302988e-16
./iJR904.xml	obj	G_b1416	optimal	0.9219480950504687
./iJR904.xml	obj	G_b1417	optimal	0.9219480950504887
./iJR904.xml	obj	G_b1440	optimal	0.9219480950504619
./iJR904.xml	obj	G_b1441	optimal	0.9219480950504698
./iJR904.xml	obj	G_b1442	optimal	0.9219480950504709
./iJR904.xml	obj	G_b1443	optimal	0.921948095050467
./iJR904.xml	obj	G_b1469	optimal	0.9219480950504578
./iJR904.xml	obj	G_b1474	optimal	0.9219480950504939
./iJR904.xml	obj	G_b1475	optimal	0.9219480950504703
./iJR904.xml	obj	G_b1476	optimal	0.9219480950504619
./iJR904.xml	obj	G_b1479	optimal	0.921948095050468
./iJR904.xml	obj	G_b1492	optimal	0.9219480950505644
./iJR904.xml	obj	G_b1493	optimal	0.9219480950504686
./iJR904.xml	obj	G_b1519	optimal	0.9219480950504414
./iJR904.xml	obj	G_b1521	optimal	0.9219480950504686
./iJR904.xml	obj	G_b1524	optimal	0.9219480950504755
./iJR904.xml	obj	G_b1584	optimal	0.9219480950504687
./iJR904.xml	obj	G_b1602	optimal	0.9219480950504738
./iJR904.xml	obj	G_b1603	optimal	0.9219480950504687
./iJR904.xml	obj	G_b1605	optimal	0.9219480950504672
./iJR904.xml	obj	G_b1611	optimal	0.921948095050467
./iJR904.xml	obj	G_b1612	optimal	0.9219480950504572
./iJR904.xml	obj	G_b1613	optimal	0.9219480950504784
./iJR904.xml	obj	G_b1621	optimal	0.9219480950505113
./iJR904.xml	obj	G_b1622	optimal	0.9219480950504693
./iJR904.xml	obj	G_b1623	optimal	0.9219480950505113
./iJR904.xml	obj	G_b1636	optimal	0.9219480950504669
./iJR904.xml	obj	G_b1638	optimal	0.9219480950504578
./iJR904.xml	obj	G_b1646	optimal	0.9219480950504778
./iJR904.xml	obj	G_b1651	optimal	0.9219480950504685
./iJR904.xml	obj	G_b1656	optimal	0.9219480950504682
./iJR904.xml	obj	G_b1662	optimal	8.277944996978888e-16
./iJR904.xml	obj	G_b1676	optimal	0.9219480950504687
./iJR904.xml	obj	G_b1692	optimal	0.9219480950504642
./iJR904.xml	obj	G_b1693	optimal	-2.546457356259872e-16
./iJR904.xml	obj	G_b1702	optimal	0.9219480950504612
./iJR904.xml	obj	G_b1704	optimal	0.9219480950504619
./iJR904.xml	obj	G_b1709	optimal	0.9219480950504682
./iJR904.xml	obj	G_b1711	optimal	0.9219480950504586
./iJR904.xml	obj	G_b1723	optimal	0.9219480950504414
./iJR904.xml	obj	G_b1732	optimal	0.9219480950504687
./iJR904.xml	obj	G_b1740	optimal	-1.778494581121127e-15
./iJR904.xml	obj	G_b1744	optimal	0.921948095050456
./iJR904.xml	obj	G_b1745	optimal	0.9219480950504616
./iJR904.xml	obj	G_b1746	optimal	0.9219480950504693
./iJR904.xml	obj	G_b1747	optimal	0.9219480950504609
./iJR904.xml	obj	G_b1748	optimal	0.9219480950504687
./iJR904.xml	obj	G_b1761	optimal	0.8529802577997427
./iJR904.xml	obj	G_b1764	optimal	0.9219480950504682
./iJR904.xml	obj	G_b1767	optimal	0.9219480950504578
./iJR904.xml	obj	G_b1768	optimal	0.9219480950504693
./iJR904.xml	obj	G_b1773	optimal	0.9219480950504665
./iJR904.xml	obj	G_b1779	optimal	0.9219480950504778
./iJR904.xml	obj	G_b1801	optimal	0.9219480950504704
./iJR904.xml	obj	G_b1805	optimal	0.9219480950504642
./iJR904.xml	obj	G_b1812	optimal	2.220833929741158e-16
./iJR904.xml	obj	G_b1814	optimal	0.921948095050467
./iJR904.xml	obj	G_b1817	optimal	0.921948095050463
./iJR904.xml	obj	G_b1818	optimal	0.9219480950504796
./iJR904.xml	obj	G_b1819	optimal	0.9219480950504638
./iJR904.xml	obj	G_b1849	optimal	0.9219480950504698
./iJR904.xml	obj	G_b1850	optimal	0.9219480950504633
./iJR904.xml	obj	G_b1851	optimal	0.9219480950504778
./iJR904.xml	obj	G_b1852	optimal	0.9014927680265711
./iJR904.xml	obj	G_b1854	optimal	0.9219480950504612
./iJR904.xml	obj	G_b1855	optimal	-6.245381562572342e-16
./iJR904.xml	obj	G_b1865	optimal	0.92194809505047
./iJR904.xml	obj	G_b1872	optimal	0.9219480950504672
./iJR904.xml	obj	G_b1873	optimal	0.921948095050455
./iJR904.xml	obj	G_b1896	optimal	0.9219480950504698
./iJR904.xml	obj	G_b1897	optimal	0.9219480950505113
./iJR904.xml	obj	G_b1898	optimal	0.9219480950504696
./iJR904.xml	obj	G_b1899	optimal	0.9219480950504778
./iJR904.xml	obj	G_b1900	optimal	0.9219480950504685
./iJR904.xml	obj	G_b1901	optimal	0.9219480950507789
./iJR904.xml	obj	G_b1907	optimal	0.921948095050476
./iJR904.xml	obj	G_b1912	optimal	-9.114918692705281e-15
./iJR904.xml	obj	G_b1982	optimal	0.9219480950504724
./iJR904.xml	obj	G_b1991	optimal	0.921948095050455
./iJR904.xml	obj	G_b1992	optimal	0.9219480950504648
./iJR904.xml	obj	G_b1993	optimal	0.9219480950504743
./iJR904.xml	obj	G_b2019	optimal	-3.014981396698841e-17
./iJR904.xml	obj	G_b2020	optimal	-1.7740559166223525e-16
./iJR904.xml	obj	G_b2021	optimal	1.1600412309204083e-16
./iJR904.xml	obj	G_b2022	optimal	7.37851539013819e-16
./iJR904.xml	obj	G_b2023	optimal	-1.988156426566965e-15
./iJR904.xml	obj	G_b2024	optimal	7.717807559772878e-17
./iJR904.xml	obj	G_b2025	optimal	7.717807559772878e-17
./iJR904.xml	obj	G_b2026	optimal	-5.722720969614221e-16
./iJR904.xml	obj	G_b2028	optimal	0.9219480950504609
./iJR904.xml	obj	G_b2029	optimal	0.9014927680265643
./iJR904.xml	obj	G_b2036	optimal	0.9219480950504633
./iJR904.xml	obj	G_b2038	optimal	0.9219480950503482
./iJR904.xml	obj	G_b2039	optimal	0.92194809505042
./iJR904.xml	obj	G_b2040	optimal	0.9219480950504729
./iJR904.xml	obj	G_b2041	optimal	0.921948095050455
./iJR904.xml	obj	G_b2042	optimal	0.9219480950504686
./iJR904.xml	obj	G_b2045	optimal	0.9219480950504648
./iJR904.xml	obj	G_b2048	optimal	0.9219480950504687
./iJR904.xml	obj	G_b2049	optimal	0.9219480950504636
./iJR904.xml	obj	G_b2052	optimal	0.9219480950504693
./iJR904.xml	obj	G_b2053	optimal	0.9219480950504629
./iJR904.xml	obj	G_b2065	optimal	0.9219480950504684
./iJR904.xml	obj	G_b2066	optimal	0.9219480950503703
./iJR904.xml	obj	G_b2091	optimal	0.9219480950504697
./iJR904.xml	obj	G_b2092	optimal	0.9219480950504658
./iJR904.xml	obj	G_b2093	optimal	0.921948095050456
./iJR904.xml	obj	G_b2094	optimal	0.9219480950504685
./iJR904.xml	obj	G_b2095	optimal	0.9219480950504703
./iJR904.xml	obj	G_b2096	optimal	0.921948095050469
./iJR904.xml	obj	G_b2097	optimal	0.9219480950504682
./iJR904.xml	obj	G_b2103	optimal	0.9219480950504687
./iJR904.xml	obj	G_b2104	optimal	0.9219480950504633
./iJR904.xml	obj	G_b2128	optimal	0.9219480950504633
./iJR904.xml	obj	G_b2129	optimal	0.9219480950504688
./iJR904.xml	obj	G_b2130	optimal	0.9219480950504721
./iJR904.xml	obj	G_b2131	optimal	0.9219480950504609
./iJR904.xml	obj	G_b2132	optimal	0.9219480950504774
./iJR904.xml	obj	G_b2133	optimal	0.9219480950504688
./iJR904.xml	obj	G_b2143	optimal	0.9219480950504755
./iJR904.xml	obj	G_b2148	optimal	0.9219480950504633
./iJR904.xml	obj	G_b2149	optimal	0.9219480950504743
./iJR904.xml	obj	G_b2150	optimal	0.9219480950504604
./iJR904.xml	obj	G_b2153	optimal	2.0047866292799287e-15
./iJR904.xml	obj	G_b2156	optimal	0.921948095050476
./iJR904.xml	obj	G_b2167	optimal	0.9219480950504578
./iJR904.xml	obj	G_b2168	optimal	0.9219480950504656
./iJR904.xml	obj	G_b2169	optimal	0.9219480950504679
./iJR904.xml	obj	G_b2210	optimal	0.9219480950504665
./iJR904.xml	obj	G_b2221	optimal	0.9219480950504619
./iJR904.xml	obj	G_b2222	optimal	0.9219480950504689
./iJR904.xml	obj	G_b2223	optimal	0.9219480950501749
./iJR904.xml	obj	G_b2224	optimal	0.9219480950505834
./iJR904.xml	obj	G_b2232	optimal	0.9219480950504724
./iJR904.xml	obj	G_b2234	optimal	0.9219480950504682
./iJR904.xml	obj	G_b2235	optimal	0.9219480950504816
./iJR904.xml	obj	G_b2239	optimal	0.9219480950505349
./iJR904.xml	obj	G_b2240	optimal	0.9219480950504578
./iJR904.xml	obj	G_b2241	optimal	0.9219480950504686
./iJR904.xml	obj	G_b2242	optimal	0.9219480950504679
./iJR904.xml	obj	G_b2243	optimal	0.9219480950504578
./iJR904.xml	obj	G_b2260	optimal	0.9219480950504675
./iJR904.xml	obj	G_b2261	optimal	0.921948095050458
./iJR904.xml	obj	G_b2262	optimal	0.9219480950504688
./iJR904.xml	obj	G_b2264	optimal	0.9219480950504687
./iJR904.xml	obj	G_b2265	optimal	0.9219480950505644
./iJR904.xml	obj	G_b2276	optimal	0.6606358592945962
