model	objective	reaction	status	value
Human-GEM.xml	obj	MAR00318	optimal	187.35363
Human-GEM.xml	obj	MAR00319	optimal	187.35363
Human-GEM.xml	obj	MAR00320	optimal	187.35363
Human-GEM.xml	obj	MAR00321	optimal	187.35363
Human-GEM.xml	obj	MAR00322	optimal	187.35363
Human-GEM.xml	obj	MAR00323	optimal	187.35363
Human-GEM.xml	obj	MAR00324	optimal	187.35363
Human-GEM.xml	obj	MAR00325	optimal	187.35363
Human-GEM.xml	obj	MAR00326	optimal	187.35363
Human-GEM.xml	obj	MAR00327	optimal	187.35363
Human-GEM.xml	obj	MAR00328	optimal	187.35363
Human-GEM.xml	obj	MAR00329	optimal	187.35363
Human-GEM.xml	obj	MAR00330	optimal	187.35363
Human-GEM.xml	obj	MAR00331	optimal	187.35363
Human-GEM.xml	obj	MAR00332	optimal	187.35363
Human-GEM.xml	obj	MAR00333	optimal	187.35363
Human-GEM.xml	obj	MAR00334	optimal	187.35363
Human-GEM.xml	obj	MAR00335	optimal	187.35363
Human-GEM.xml	obj	MAR00336	optimal	187.35363
Human-GEM.xml	obj	MAR00337	optimal	187.35363
Human-GEM.xml	obj	MAR00338	optimal	187.35363
Human-GEM.xml	obj	MAR00339	optimal	187.35363
Human-GEM.xml	obj	MAR00340	optimal	187.35363
Human-GEM.xml	obj	MAR00341	optimal	187.35363
Human-GEM.xml	obj	MAR00342	optimal	187.35363
Human-GEM.xml	obj	MAR00343	optimal	187.35363
Human-GEM.xml	obj	MAR00344	optimal	187.35363
Human-GEM.xml	obj	MAR00345	optimal	187.35363
Human-GEM.xml	obj	MAR00346	optimal	187.35363
Human-GEM.xml	obj	MAR00347	optimal	187.35363
Human-GEM.xml	obj	MAR00348	optimal	187.35363
Human-GEM.xml	obj	MAR00349	optimal	187.35363
Human-GEM.xml	obj	MAR00350	optimal	187.35363
Human-GEM.xml	obj	MAR00351	optimal	187.35363
Human-GEM.xml	obj	MAR00352	optimal	187.35363
Human-GEM.xml	obj	MAR00353	optimal	187.35363
Human-GEM.xml	obj	MAR00354	optimal	187.35363
Human-GEM.xml	obj	MAR00355	optimal	187.35363
Human-GEM.xml	obj	MAR00356	optimal	187.35363
Human-GEM.xml	obj	MAR00357	optimal	187.35363
Human-GEM.xml	obj	MAR00358	optimal	187.35363
Human-GEM.xml	obj	MAR00359	optimal	187.35363
Human-GEM.xml	obj	MAR00360	optimal	187.35363
Human-GEM.xml	obj	MAR00361	optimal	187.35363
Human-GEM.xml	obj	MAR00362	optimal	187.35363
Human-GEM.xml	obj	MAR00363	optimal	187.35363
Human-GEM.xml	obj	MAR00364	optimal	187.35363
Human-GEM.xml	obj	MAR00365	optimal	187.35363
Human-GEM.xml	obj	MAR00366	optimal	187.35363
Human-GEM.xml	obj	MAR00367	optimal	187.35363
Human-GEM.xml	obj	MAR00368	optimal	187.35363
Human-GEM.xml	obj	MAR00369	optimal	187.35363
Human-GEM.xml	obj	MAR00370	optimal	187.35363
Human-GEM.xml	obj	MAR00371	optimal	187.35363
Human-GEM.xml	obj	MAR00372	optimal	187.35363
Human-GEM.xml	obj	MAR00373	optimal	187.35363
