model	objective	reaction	status	value
VvuMBEL943_2022.xml	obj	R_R252	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R253	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R254	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R255	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R256	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R257	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R258	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R259	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R260	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R261	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R262	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R263	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R264	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R265	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R266	optimal	0.0
VvuMBEL943_2022.xml	obj	R_R267	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R268	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R269	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R270	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R271	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R272	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R273	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R274	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R275	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R276	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R277	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R278	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R279	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R280	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R281	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R282	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R283	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R284	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R285	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R286	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R287	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R288	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R289	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R290	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R291	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R292	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R293	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R294	optimal	96.366817
VvuMBEL943_2022.xml	obj	R_R295	optimal	96.371218
VvuMBEL943_2022.xml	obj	R_R296	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R297	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R298	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R299	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R300	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R301	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R302	optimal	96.371218
VvuMBEL943_2022.xml	obj	R_R303	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R304	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R305	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R306	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R307	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R308	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R309	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R310	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R311	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R312	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R313	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R314	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R315	optimal	96.402322
VvuMBEL943_2022.xml	obj	R_R316	optimal	96.402322
